record_id,run_id,database_scope,retrieval_source,retrieval_method,query_id,query_text,source_record_id,title,title_normalized,abstract,authors,first_author,publication_date,year,updated_date,doi,doi_normalized,arxiv_id,publisher,container_title,document_type,issn,isbn,volume,issue,pages,subjects,categories,license,is_open_access,landing_page_url,abstract_url,pdf_url,raw_source_file,retrieved_at_utc,relevance_score,positive_matches,negative_matches,score_explanation,topic_class,publisher_validation,publisher_validation_reason,duplicate_group_id,merged_sources,screening_status,exclusion_reason,notes,legacy_notebook_source,legacy_notebook_included,legacy_notebook_relevance_score,legacy_notebook_topic_class,legacy_notebook_query,retrieval_status,contains_quantum_term,contains_diffusion_model_term,contains_generative_term,contains_quantum_computing_context,contains_physical_diffusion_only,contains_schrodinger_only,contains_score_matching_in_unrelated_context,crossref_query_match_quality,all_sources,all_query_ids,all_source_record_ids,arxiv_source,ieee_crossref_source,springer_crossref_source,preprint_publication_link
2026-07-09T184559Z_780688a_R006601,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q15,quantum DDPM,10.1007/978-3-032-10775-6_2,"Qubits, Quantum Gates, and Quantum Circuits",qubits quantum gates and quantum circuits,,Saraswati Mishra; Raghuram Katakam,Saraswati Mishra,2026-01-01,2026,2026-01-02,10.1007/978-3-032-10775-6_2,10.1007/978-3-032-10775-6_2,,Springer Nature Switzerland,Quantum Ops,book-chapter,,9783032107749; 9783032107756,,,23-42,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/978-3-032-10775-6_2,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q15_10_1007_page0.json.gz,2026-07-09T18:49:35.000923+00:00,6.0,quantum:3; \bquantum circuit(s)?\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Nature Switzerland,D04349,Springer,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,Springer,Q15,10.1007/978-3-032-10775-6_2,False,False,True,False
2026-07-09T184559Z_780688a_R006652,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q15,quantum DDPM,10.1007/s42484-024-00169-w,Quantum optimization for training quantum neural networks,quantum optimization for training quantum neural networks,"<jats:title>Abstract</jats:title><jats:p>Training quantum neural networks (QNNs) using gradient-based or gradient-free classical optimization approaches is severely impacted by the presence of barren plateaus in the cost landscapes. In this paper, we devise a framework for leveraging quantum optimization algorithms to find optimal parameters of QNNs for certain tasks. To cast the optimization problem of training QNN into the context of quantum optimization, the parameters in QNN are quantized—moved from being classical to being stored in quantum registers which are in addition to those upon which the QNN is performing its computation. We then coherently encode the cost function of QNNs onto relative phases of a superposition state in the Hilbert space of the QNN parameters. The parameters are tuned with an iterative quantum optimization structure using adaptively selected Hamiltonians. The quantum mechanism of this framework exploits hidden structure in the QNN optimization problem and hence is expected to provide beyond-Grover speed up, mitigating the barren plateau issue.</jats:p>",Yidong Liao; Min-Hsiu Hsieh; Chris Ferrie,Yidong Liao,2024-06-01,2024,2024-06-24,10.1007/s42484-024-00169-w,10.1007/s42484-024-00169-w,,Springer Science and Business Media LLC,Quantum Machine Intelligence,journal-article,2524-4906; 2524-4914,,6,1,,,,https://creativecommons.org/licenses/by/4.0; https://creativecommons.org/licenses/by/4.0,True,https://doi.org/10.1007/s42484-024-00169-w,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q15_10_1007_page0.json.gz,2026-07-09T18:49:35.001657+00:00,7.0,quantum:3; \bquantum neural network(s)?\b:4,,score=7; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04384,Springer,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,Springer,Q15,10.1007/s42484-024-00169-w,False,False,True,False
2026-07-09T184559Z_780688a_R006669,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q15,quantum DDPM,10.1007/s11128-021-03189-8,Design of a quantum repeater using quantum circuits and benchmarking its performance on an IBM quantum computer,design of a quantum repeater using quantum circuits and benchmarking its performance on an ibm quantum computer,,Sowmitra Das; Md. Saifur Rahman; Mahbub Majumdar,Sowmitra Das,2021-07-01,2021,2021-08-04,10.1007/s11128-021-03189-8,10.1007/s11128-021-03189-8,,Springer Science and Business Media LLC,Quantum Information Processing,journal-article,1570-0755; 1573-1332,,20,7,,,,https://www.springer.com/tdm; https://www.springer.com/tdm,True,https://doi.org/10.1007/s11128-021-03189-8,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q15_10_1007_page1.json.gz,2026-07-09T18:49:38.218388+00:00,6.0,quantum:3; \bquantum circuit(s)?\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04396,Springer,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,Springer,Q15,10.1007/s11128-021-03189-8,False,False,True,False
2026-07-09T184559Z_780688a_R006670,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q15,quantum DDPM,10.1007/978-981-95-8252-5_67,Partial Discharge Pattern Recognition in Oil-Immersed Transformers via DDPM-Based AOK Time-Frequency Data Augmentation,partial discharge pattern recognition in oil immersed transformers via ddpm based aok time frequency data augmentation,,Rui Liu; Kai Zhou; Yi Ao; Lei Jin; Yangze Lu; Zihan Teng; Zhixian Zhang; Xingang Chen,Rui Liu,2026-01-01,2026,2026-03-20,10.1007/978-981-95-8252-5_67,10.1007/978-981-95-8252-5_67,,Springer Nature Singapore,Lecture Notes in Electrical Engineering,book-chapter,1876-1100; 1876-1119,9789819582518; 9789819582525,,,626-634,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/978-981-95-8252-5_67,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q15_10_1007_page1.json.gz,2026-07-09T18:49:38.218409+00:00,6.0,\bddpm\b:6,,score=6; positives=1; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Nature Singapore,D04397,Springer,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,Springer,Q15,10.1007/978-981-95-8252-5_67,False,False,True,False
2026-07-09T184559Z_780688a_R006673,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q15,quantum DDPM,10.1007/s11128-024-04317-w,Evolving quantum circuits,evolving quantum circuits,,Daniel Tandeitnik; Thiago Guerreiro,Daniel Tandeitnik,2024-03-15,2024,2024-04-05,10.1007/s11128-024-04317-w,10.1007/s11128-024-04317-w,,Springer Science and Business Media LLC,Quantum Information Processing,journal-article,1573-1332,,23,3,,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/s11128-024-04317-w,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q15_10_1007_page1.json.gz,2026-07-09T18:49:38.218462+00:00,6.0,quantum:3; \bquantum circuit(s)?\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04399,Springer,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,Springer,Q15,10.1007/s11128-024-04317-w,False,False,True,False
2026-07-09T184559Z_780688a_R006705,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q15,quantum DDPM,10.1007/s42484-024-00221-9,Adaptive pruning algorithm using a quantum Fisher information matrix for parameterized quantum circuits,adaptive pruning algorithm using a quantum fisher information matrix for parameterized quantum circuits,,Hiroshi Ohno,Hiroshi Ohno,2024-12-01,2024,2024-12-23,10.1007/s42484-024-00221-9,10.1007/s42484-024-00221-9,,Springer Science and Business Media LLC,Quantum Machine Intelligence,journal-article,2524-4906; 2524-4914,,6,2,,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/s42484-024-00221-9,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q15_10_1007_page1.json.gz,2026-07-09T18:49:38.218927+00:00,6.0,quantum:3; \bquantum circuit(s)?\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04426,Springer,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,False,False,low,Springer,Q15,10.1007/s42484-024-00221-9,False,False,True,False
2026-07-09T184559Z_780688a_R006770,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q16,"quantum ""score matching"" diffusion",10.1007/s11748-026-02263-1,Comment on “Prognostic impact of lung diffusion capacity in patients with early-stage lung cancer achieving 5-year postoperative recurrence-free survival: propensity score matching analysis”,comment on prognostic impact of lung diffusion capacity in patients with early stage lung cancer achieving 5 year postoperative recurrence free survival propensity score matching analysis,,Muhammad Nouman Javed; Mahnoor Fatima Awan; Noor Fatima; Muhammad Huzaifa Sabir,Muhammad Nouman Javed,2026-05-01,2026,2026-05-04,10.1007/s11748-026-02263-1,10.1007/s11748-026-02263-1,,Springer Science and Business Media LLC,General Thoracic and Cardiovascular Surgery,journal-article,1863-6705; 1863-6713,,74,5,561-562,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/s11748-026-02263-1,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q16_10_1007_page0.json.gz,2026-07-09T18:49:41.494279+00:00,8.0,diffusion:3; \bscore matching\b:5,,score=8; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04471,Springer,not_screened,,,False,False,,,,retrieved,False,True,False,False,False,False,False,low,Springer,Q16,10.1007/s11748-026-02263-1,False,False,True,False
2026-07-09T184559Z_780688a_R006778,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q16,"quantum ""score matching"" diffusion",10.1007/s11748-025-02237-9,Prognostic impact of lung diffusion capacity in patients with early-stage lung cancer achieving 5-year postoperative recurrence-free survival: propensity score matching analysis,prognostic impact of lung diffusion capacity in patients with early stage lung cancer achieving 5 year postoperative recurrence free survival propensity score matching analysis,,Yoshito Imamura; Shota Nakamura; Fumie Kinoshita; Keita Nakanishi; Yuka Kadomatsu; Harushi Ueno; Taketo Kato; Tetsuya Mizuno; Toyofumi Fengshi Chen-Yoshikawa,Yoshito Imamura,2026-05-01,2026,2026-05-04,10.1007/s11748-025-02237-9,10.1007/s11748-025-02237-9,,Springer Science and Business Media LLC,General Thoracic and Cardiovascular Surgery,journal-article,1863-6705; 1863-6713,,74,5,540-548,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/s11748-025-02237-9,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q16_10_1007_page0.json.gz,2026-07-09T18:49:41.494417+00:00,8.0,diffusion:3; \bscore matching\b:5,,score=8; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04478,Springer,not_screened,,,False,False,,,,retrieved,False,True,False,False,False,False,False,low,Springer,Q16,10.1007/s11748-025-02237-9,False,False,True,False
2026-07-09T184559Z_780688a_R006824,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q16,"quantum ""score matching"" diffusion",10.1007/s11134-020-09659-7,Fluid and diffusion models for a system of taxis and customers with delayed matching,fluid and diffusion models for a system of taxis and customers with delayed matching,,Lu Wang; Vidyadhar Kulkarni,Lu Wang,2020-10-01,2020,2024-08-11,10.1007/s11134-020-09659-7,10.1007/s11134-020-09659-7,,Springer Science and Business Media LLC,Queueing Systems,journal-article,0257-0130; 1572-9443,,96,1-2,101-131,,,https://www.springer.com/tdm; https://www.springer.com/tdm,True,https://doi.org/10.1007/s11134-020-09659-7,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q16_10_1007_page0.json.gz,2026-07-09T18:49:41.495212+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04509,Springer,not_screened,,,False,False,,,,retrieved,False,True,False,False,False,False,False,low,Springer,Q16,10.1007/s11134-020-09659-7,False,False,True,False
2026-07-09T184559Z_780688a_R006826,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q16,"quantum ""score matching"" diffusion",10.1007/s13042-026-03157-7,Improving clustering with score-based diffusion models,improving clustering with score based diffusion models,,Jiale Chen; Xulun Ye,Jiale Chen,2026-07-01,2026,2026-05-28,10.1007/s13042-026-03157-7,10.1007/s13042-026-03157-7,,Springer Science and Business Media LLC,International Journal of Machine Learning and Cybernetics,journal-article,1868-8071; 1868-808X,,17,7,,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/s13042-026-03157-7,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q16_10_1007_page0.json.gz,2026-07-09T18:49:41.495241+00:00,15.0,diffusion:3; \bdiffusion model(s)?\b:6; \bscore[- ]based\b:6,,score=15; positives=3; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04510,Springer,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,Springer,Q16,10.1007/s13042-026-03157-7,False,False,True,False
2026-07-09T184559Z_780688a_R006851,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q16,"quantum ""score matching"" diffusion",10.1007/s11042-024-19108-9,Score-based matching for city-scale multi-target multi-camera vehicle tracking,score based matching for city scale multi target multi camera vehicle tracking,,Zong-Ye Yang; Chih-Wei Liu; Chao-Hung Chen; Chao-Wei Chen; Ming-Chun Hsyu,Zong-Ye Yang,2024-04-25,2024,2025-03-31,10.1007/s11042-024-19108-9,10.1007/s11042-024-19108-9,,Springer Science and Business Media LLC,Multimedia Tools and Applications,journal-article,1573-7721,,84,10,7647-7663,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/s11042-024-19108-9,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q16_10_1007_page0.json.gz,2026-07-09T18:49:41.495739+00:00,6.0,\bscore[- ]based\b:6,,score=6; positives=1; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04533,Springer,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,Springer,Q16,10.1007/s11042-024-19108-9,False,False,True,False
2026-07-09T184559Z_780688a_R006864,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q16,"quantum ""score matching"" diffusion",10.1007/s11004-025-10245-x,Three-Dimensional Latent Diffusion Models for Parameterizing and History Matching Facies Systems Under Hierarchical Uncertainty,three dimensional latent diffusion models for parameterizing and history matching facies systems under hierarchical uncertainty,,Guido Di Federico; Louis J. Durlofsky,Guido Di Federico,2026-02-01,2026,2026-04-15,10.1007/s11004-025-10245-x,10.1007/s11004-025-10245-x,,Springer Science and Business Media LLC,Mathematical Geosciences,journal-article,1874-8961; 1874-8953,,58,2,347-379,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/s11004-025-10245-x,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q16_10_1007_page1.json.gz,2026-07-09T18:49:44.766852+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04546,Springer,not_screened,,,False,False,,,,retrieved,False,True,False,False,False,False,False,low,Springer,Q16,10.1007/s11004-025-10245-x,False,False,True,False
2026-07-09T184559Z_780688a_R006887,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q16,"quantum ""score matching"" diffusion",10.1007/jhep12(2025)160,Combining complex Langevin dynamics with score-based and energy-based diffusion models,combining complex langevin dynamics with score based and energy based diffusion models,"<jats:title> A <jats:sc>bstract</jats:sc> </jats:title> <jats:p> Theories with a sign problem due to a complex action or Boltzmann weight can sometimes be numerically solved using a stochastic process in the complexified configuration space. However, the probability distribution effectively sampled by this complex Langevin process is not known <jats:italic>a priori</jats:italic> and notoriously hard to understand. In generative AI, diffusion models can learn distributions, or their log derivatives, from data. We explore the ability of diffusion models to learn the distributions sampled by a complex Langevin process, comparing score-based and energy-based diffusion models, and speculate about possible applications. </jats:p>",Gert Aarts; Diaa E. Habibi; Lingxiao Wang; Kai Zhou,Gert Aarts,2025-12-22,2025,2026-03-05,10.1007/jhep12(2025)160,10.1007/jhep12(2025)160,,Springer Science and Business Media LLC,Journal of High Energy Physics,journal-article,1029-8479,,2025,12,,,,https://creativecommons.org/licenses/by/4.0; https://creativecommons.org/licenses/by/4.0,True,https://doi.org/10.1007/jhep12(2025)160,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q16_10_1007_page1.json.gz,2026-07-09T18:49:44.767473+00:00,15.0,diffusion:3; \bdiffusion model(s)?\b:6; \bscore[- ]based\b:6,,score=15; positives=3; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04567,Springer,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,Springer,Q16,10.1007/jhep12(2025)160,False,False,True,False
2026-07-09T184559Z_780688a_R006923,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q16,"quantum ""score matching"" diffusion",10.1007/s11263-025-02362-1,DiffuVolume: Diffusion Model for Volume based Stereo Matching,diffuvolume diffusion model for volume based stereo matching,,Dian Zheng; Xiao-Ming Wu; Zuhao Liu; Jingke Meng; Wei-Shi Zheng,Dian Zheng,2025-07-01,2025,2025-06-07,10.1007/s11263-025-02362-1,10.1007/s11263-025-02362-1,,Springer Science and Business Media LLC,International Journal of Computer Vision,journal-article,0920-5691; 1573-1405,,133,7,3807-3821,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/s11263-025-02362-1,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q16_10_1007_page1.json.gz,2026-07-09T18:49:44.768411+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04600,Springer,not_screened,,,False,False,,,,retrieved,False,True,False,False,False,False,False,low,Springer,Q16,10.1007/s11263-025-02362-1,False,False,True,False
2026-07-09T184559Z_780688a_R006956,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q17,"quantum ""Schrödinger bridge"" diffusion",10.1007/s44393-025-00007-7,Probabilistic Super-Resolution for Urban Micrometeorology via a Schrödinger Bridge,probabilistic super resolution for urban micrometeorology via a schrodinger bridge,"<jats:title>Abstract</jats:title> <jats:p>This study employs a neural network that represents the solution to a Schrödinger bridge problem to perform super-resolution of 2-m temperature in an urban area. Schrödinger bridges generally describe transformations between two data distributions based on diffusion processes. We use a specific Schrödinger-bridge model (SM) that directly transforms low-resolution data into high-resolution data, unlike denoising diffusion probabilistic models (simply, diffusion models; DMs) that generate high-resolution data from Gaussian noise. Low-resolution and high-resolution data were obtained from separate numerical simulations with a physics-based model under common initial and boundary conditions. Compared with a DM, the SM attains comparable accuracy at one-fifth the computational cost, requiring 50 neural-network evaluations per datum for the DM and only 10 for the SM. Furthermore, high-resolution samples generated by the SM exhibit larger variance, implying superior uncertainty quantification relative to the DM. Owing to the reduced computational cost of the SM, our results suggest the feasibility of real-time ensemble micrometeorological prediction using SM-based super-resolution.</jats:p>",Yuki Yasuda; Ryo Onishi,Yuki Yasuda,2026-01-21,2026,2026-01-21,10.1007/s44393-025-00007-7,10.1007/s44393-025-00007-7,,Springer Science and Business Media LLC,SOLA,journal-article,1349-6476,,22,1,,,,https://creativecommons.org/licenses/by/4.0; https://creativecommons.org/licenses/by/4.0,True,https://doi.org/10.1007/s44393-025-00007-7,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q17_10_1007_page0.json.gz,2026-07-09T18:49:48.002912+00:00,28.0,diffusion:3; \bdiffusion model(s)?\b:6; \bdenoising diffusion\b:7; \bdenoising diffusion probabilistic model(s)?\b:8; \bschr[oö]dinger bridge\b:4,,score=28; positives=5; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04630,Springer,not_screened,,,False,False,,,,retrieved,False,True,True,False,False,False,False,low,Springer,Q17,10.1007/s44393-025-00007-7,False,False,True,False
2026-07-09T184559Z_780688a_R006959,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q17,"quantum ""Schrödinger bridge"" diffusion",10.1007/978-3-032-04965-0_3,Ambiguous Medical Image Segmentation Using Diffusion Schrödinger Bridge,ambiguous medical image segmentation using diffusion schrodinger bridge,,Lalith Bharadwaj Baru; Kamalaker Dadi; Tapabrata Chakraborti; Raju S. Bapi,Lalith Bharadwaj Baru,2026-01-01,2026,2025-09-18,10.1007/978-3-032-04965-0_3,10.1007/978-3-032-04965-0_3,,Springer Nature Switzerland,Lecture Notes in Computer Science,book-chapter,0302-9743; 1611-3349,9783032049643; 9783032049650,,,25-35,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/978-3-032-04965-0_3,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q17_10_1007_page0.json.gz,2026-07-09T18:49:48.002969+00:00,7.0,diffusion:3; \bschr[oö]dinger bridge\b:4,,score=7; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Nature Switzerland,D04632,Springer,not_screened,,,False,False,,,,retrieved,False,False,False,False,False,False,False,low,Springer,Q17; Q18,10.1007/978-3-032-04965-0_3,False,False,True,False
2026-07-09T184559Z_780688a_R006960,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q17,"quantum ""Schrödinger bridge"" diffusion",10.1007/978-3-032-06770-8_5,Hybrid Schrödinger-Feynman Simulation of Quantum Circuits with Decision Diagrams,hybrid schrodinger feynman simulation of quantum circuits with decision diagrams,,Lukas Burgholzer; Robert Wille,Lukas Burgholzer,2026-01-01,2026,2026-05-11,10.1007/978-3-032-06770-8_5,10.1007/978-3-032-06770-8_5,,Springer Nature Switzerland,Design Automation Tools and Software for Quantum Computing,book-chapter,,9783032067692; 9783032067708,,,41-52,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/978-3-032-06770-8_5,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q17_10_1007_page0.json.gz,2026-07-09T18:49:48.002988+00:00,6.0,quantum:3; \bquantum circuit(s)?\b:3,,score=6; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Nature Switzerland,D04633,Springer,not_screened,,,False,False,,,,retrieved,True,False,False,True,False,True,False,low,Springer,Q17,10.1007/978-3-032-06770-8_5,False,False,True,False
2026-07-09T184559Z_780688a_R006961,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q17,"quantum ""Schrödinger bridge"" diffusion",10.1007/978-3-031-72111-3_13,CT-Based Brain Ventricle Segmentation via Diffusion Schrödinger Bridge without target domain ground truths,ct based brain ventricle segmentation via diffusion schrodinger bridge without target domain ground truths,,Reihaneh Teimouri; Marta Kersten-Oertel; Yiming Xiao,Reihaneh Teimouri,2024-01-01,2024,2024-10-05,10.1007/978-3-031-72111-3_13,10.1007/978-3-031-72111-3_13,,Springer Nature Switzerland,Lecture Notes in Computer Science,book-chapter,0302-9743; 1611-3349,9783031721106; 9783031721113,,,135-144,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/978-3-031-72111-3_13,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q17_10_1007_page0.json.gz,2026-07-09T18:49:48.003009+00:00,7.0,diffusion:3; \bschr[oö]dinger bridge\b:4,,score=7; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Nature Switzerland,D04634,Springer,not_screened,,,False,False,,,,retrieved,False,False,False,False,False,False,False,low,Springer,Q17; Q18,10.1007/978-3-031-72111-3_13,False,False,True,False
2026-07-09T184559Z_780688a_R006962,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q17,"quantum ""Schrödinger bridge"" diffusion",10.1007/978-3-031-94895-4_41,Explainable Diffusion Model via Schrödinger Bridge in Multimodal Image Translation,explainable diffusion model via schrodinger bridge in multimodal image translation,,Zhengyi Lu; Robert Ewing; Erik Blasch; Jia Li,Zhengyi Lu,2026-01-01,2026,2026-07-03,10.1007/978-3-031-94895-4_41,10.1007/978-3-031-94895-4_41,,Springer Nature Switzerland,Lecture Notes in Computer Science,book-chapter,0302-9743; 1611-3349,9783031948947; 9783031948954,,,391-402,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/978-3-031-94895-4_41,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q17_10_1007_page0.json.gz,2026-07-09T18:49:48.003027+00:00,13.0,diffusion:3; \bdiffusion model(s)?\b:6; \bschr[oö]dinger bridge\b:4,,score=13; positives=3; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Nature Switzerland,D04635,Springer,not_screened,,,False,False,,,,retrieved,False,True,False,False,False,False,False,low,Springer,Q17; Q18,10.1007/978-3-031-94895-4_41,False,False,True,False
2026-07-09T184559Z_780688a_R007122,2026-07-09T184559Z_780688a,Springer,Crossref,Crossref DOI-prefix search,Q17,"quantum ""Schrödinger bridge"" diffusion",10.1007/s00371-025-03876-y,Controllable fashion rendering via brownian bridge diffusion model with latent sketch encoding,controllable fashion rendering via brownian bridge diffusion model with latent sketch encoding,,Zengmao Wang; Jituo Li; Wei Gao,Zengmao Wang,2025-09-01,2025,2025-09-06,10.1007/s00371-025-03876-y,10.1007/s00371-025-03876-y,,Springer Science and Business Media LLC,The Visual Computer,journal-article,0178-2789; 1432-2315,,41,11,8417-8430,,,https://www.springernature.com/gp/researchers/text-and-data-mining; https://www.springernature.com/gp/researchers/text-and-data-mining,True,https://doi.org/10.1007/s00371-025-03876-y,,,data/raw/2026-07-09T184559Z_780688a/springer_crossref/Q17_10_1007_page1.json.gz,2026-07-09T18:49:51.246213+00:00,9.0,diffusion:3; \bdiffusion model(s)?\b:6,,score=9; positives=2; negatives=0,,valid,DOI prefix matches 10.1007; publisher=Springer Science and Business Media LLC,D04766,Springer,not_screened,,,False,False,,,,retrieved,False,True,False,False,False,False,False,low,Springer,Q17; Q18,10.1007/s00371-025-03876-y,False,False,True,False
