duplicate_group_id,record_id,kept_record_id,database_scope,doi_normalized,title_normalized
D02475,2026-07-09T184559Z_780688a_R003769,2026-07-09T184559Z_780688a_R003769,Springer,10.1007/s11128-022-03809-x,quantum bayesian inference for parameter estimation using quantum generative model
D02475,2026-07-09T184559Z_780688a_R005157,2026-07-09T184559Z_780688a_R003769,Springer,10.1007/s11128-022-03809-x,quantum bayesian inference for parameter estimation using quantum generative model
D02475,2026-07-09T184559Z_780688a_R005387,2026-07-09T184559Z_780688a_R003769,Springer,10.1007/s11128-022-03809-x,quantum bayesian inference for parameter estimation using quantum generative model
D02475,2026-07-09T184559Z_780688a_R005692,2026-07-09T184559Z_780688a_R003769,Springer,10.1007/s11128-022-03809-x,quantum bayesian inference for parameter estimation using quantum generative model
D02475,2026-07-09T184559Z_780688a_R006058,2026-07-09T184559Z_780688a_R003769,Springer,10.1007/s11128-022-03809-x,quantum bayesian inference for parameter estimation using quantum generative model
D02475,2026-07-09T184559Z_780688a_R006504,2026-07-09T184559Z_780688a_R003769,Springer,10.1007/s11128-022-03809-x,quantum bayesian inference for parameter estimation using quantum generative model
D02475,2026-07-09T184559Z_780688a_R006582,2026-07-09T184559Z_780688a_R003769,Springer,10.1007/s11128-022-03809-x,quantum bayesian inference for parameter estimation using quantum generative model
D02475,2026-07-09T184559Z_780688a_R007344,2026-07-09T184559Z_780688a_R003769,Springer,10.1007/s11128-022-03809-x,quantum bayesian inference for parameter estimation using quantum generative model
D02476,2026-07-09T184559Z_780688a_R003770,2026-07-09T184559Z_780688a_R003770,Springer,10.1007/s44464-026-00006-y,quantum distortion model for running variational quantum algorithms without error corrections
D02476,2026-07-09T184559Z_780688a_R005235,2026-07-09T184559Z_780688a_R003770,Springer,10.1007/s44464-026-00006-y,quantum distortion model for running variational quantum algorithms without error corrections
D02476,2026-07-09T184559Z_780688a_R005699,2026-07-09T184559Z_780688a_R003770,Springer,10.1007/s44464-026-00006-y,quantum distortion model for running variational quantum algorithms without error corrections
D02476,2026-07-09T184559Z_780688a_R005956,2026-07-09T184559Z_780688a_R003770,Springer,10.1007/s44464-026-00006-y,quantum distortion model for running variational quantum algorithms without error corrections
D02476,2026-07-09T184559Z_780688a_R006510,2026-07-09T184559Z_780688a_R003770,Springer,10.1007/s44464-026-00006-y,quantum distortion model for running variational quantum algorithms without error corrections
D02476,2026-07-09T184559Z_780688a_R006588,2026-07-09T184559Z_780688a_R003770,Springer,10.1007/s44464-026-00006-y,quantum distortion model for running variational quantum algorithms without error corrections
D02476,2026-07-09T184559Z_780688a_R007353,2026-07-09T184559Z_780688a_R003770,Springer,10.1007/s44464-026-00006-y,quantum distortion model for running variational quantum algorithms without error corrections
D02477,2026-07-09T184559Z_780688a_R003771,2026-07-09T184559Z_780688a_R003771,Springer,10.1007/978-981-95-1528-8_4,weyl ordering s ordering quantum phase operator and radon transform of wigner operator
D02477,2026-07-09T184559Z_780688a_R004000,2026-07-09T184559Z_780688a_R003771,Springer,10.1007/978-981-95-1528-8_4,weyl ordering s ordering quantum phase operator and radon transform of wigner operator
D02477,2026-07-09T184559Z_780688a_R004208,2026-07-09T184559Z_780688a_R003771,Springer,10.1007/978-981-95-1528-8_4,weyl ordering s ordering quantum phase operator and radon transform of wigner operator
D02477,2026-07-09T184559Z_780688a_R005237,2026-07-09T184559Z_780688a_R003771,Springer,10.1007/978-981-95-1528-8_4,weyl ordering s ordering quantum phase operator and radon transform of wigner operator
D02477,2026-07-09T184559Z_780688a_R005701,2026-07-09T184559Z_780688a_R003771,Springer,10.1007/978-981-95-1528-8_4,weyl ordering s ordering quantum phase operator and radon transform of wigner operator
D02477,2026-07-09T184559Z_780688a_R006069,2026-07-09T184559Z_780688a_R003771,Springer,10.1007/978-981-95-1528-8_4,weyl ordering s ordering quantum phase operator and radon transform of wigner operator
D02477,2026-07-09T184559Z_780688a_R006511,2026-07-09T184559Z_780688a_R003771,Springer,10.1007/978-981-95-1528-8_4,weyl ordering s ordering quantum phase operator and radon transform of wigner operator
D02477,2026-07-09T184559Z_780688a_R006807,2026-07-09T184559Z_780688a_R003771,Springer,10.1007/978-981-95-1528-8_4,weyl ordering s ordering quantum phase operator and radon transform of wigner operator
D02477,2026-07-09T184559Z_780688a_R007041,2026-07-09T184559Z_780688a_R003771,Springer,10.1007/978-981-95-1528-8_4,weyl ordering s ordering quantum phase operator and radon transform of wigner operator
D02477,2026-07-09T184559Z_780688a_R007189,2026-07-09T184559Z_780688a_R003771,Springer,10.1007/978-981-95-1528-8_4,weyl ordering s ordering quantum phase operator and radon transform of wigner operator
D02478,2026-07-09T184559Z_780688a_R003772,2026-07-09T184559Z_780688a_R003772,Springer,10.1007/s11128-025-04850-2,on the quantum circuit model of a kind of quantum adiabatic evolution
D02478,2026-07-09T184559Z_780688a_R005241,2026-07-09T184559Z_780688a_R003772,Springer,10.1007/s11128-025-04850-2,on the quantum circuit model of a kind of quantum adiabatic evolution
D02478,2026-07-09T184559Z_780688a_R005556,2026-07-09T184559Z_780688a_R003772,Springer,10.1007/s11128-025-04850-2,on the quantum circuit model of a kind of quantum adiabatic evolution
D02478,2026-07-09T184559Z_780688a_R006072,2026-07-09T184559Z_780688a_R003772,Springer,10.1007/s11128-025-04850-2,on the quantum circuit model of a kind of quantum adiabatic evolution
D02478,2026-07-09T184559Z_780688a_R006515,2026-07-09T184559Z_780688a_R003772,Springer,10.1007/s11128-025-04850-2,on the quantum circuit model of a kind of quantum adiabatic evolution
D02478,2026-07-09T184559Z_780688a_R006605,2026-07-09T184559Z_780688a_R003772,Springer,10.1007/s11128-025-04850-2,on the quantum circuit model of a kind of quantum adiabatic evolution
D02479,2026-07-09T184559Z_780688a_R003773,2026-07-09T184559Z_780688a_R003773,Springer,10.1007/s11128-022-03761-w,the multi soliton phenomena in quantum game model
D02479,2026-07-09T184559Z_780688a_R005242,2026-07-09T184559Z_780688a_R003773,Springer,10.1007/s11128-022-03761-w,the multi soliton phenomena in quantum game model
D02479,2026-07-09T184559Z_780688a_R005715,2026-07-09T184559Z_780688a_R003773,Springer,10.1007/s11128-022-03761-w,the multi soliton phenomena in quantum game model
D02479,2026-07-09T184559Z_780688a_R006075,2026-07-09T184559Z_780688a_R003773,Springer,10.1007/s11128-022-03761-w,the multi soliton phenomena in quantum game model
D02479,2026-07-09T184559Z_780688a_R006520,2026-07-09T184559Z_780688a_R003773,Springer,10.1007/s11128-022-03761-w,the multi soliton phenomena in quantum game model
D02480,2026-07-09T184559Z_780688a_R003774,2026-07-09T184559Z_780688a_R003774,Springer,10.1007/s10955-021-02799-x,large deviations at level 2 5 for markovian open quantum systems quantum jumps and quantum state diffusion
D02480,2026-07-09T184559Z_780688a_R004007,2026-07-09T184559Z_780688a_R003774,Springer,10.1007/s10955-021-02799-x,large deviations at level 2 5 for markovian open quantum systems quantum jumps and quantum state diffusion
D02480,2026-07-09T184559Z_780688a_R004213,2026-07-09T184559Z_780688a_R003774,Springer,10.1007/s10955-021-02799-x,large deviations at level 2 5 for markovian open quantum systems quantum jumps and quantum state diffusion
D02480,2026-07-09T184559Z_780688a_R005243,2026-07-09T184559Z_780688a_R003774,Springer,10.1007/s10955-021-02799-x,large deviations at level 2 5 for markovian open quantum systems quantum jumps and quantum state diffusion
D02480,2026-07-09T184559Z_780688a_R005716,2026-07-09T184559Z_780688a_R003774,Springer,10.1007/s10955-021-02799-x,large deviations at level 2 5 for markovian open quantum systems quantum jumps and quantum state diffusion
D02480,2026-07-09T184559Z_780688a_R006077,2026-07-09T184559Z_780688a_R003774,Springer,10.1007/s10955-021-02799-x,large deviations at level 2 5 for markovian open quantum systems quantum jumps and quantum state diffusion
D02480,2026-07-09T184559Z_780688a_R006521,2026-07-09T184559Z_780688a_R003774,Springer,10.1007/s10955-021-02799-x,large deviations at level 2 5 for markovian open quantum systems quantum jumps and quantum state diffusion
D02480,2026-07-09T184559Z_780688a_R006814,2026-07-09T184559Z_780688a_R003774,Springer,10.1007/s10955-021-02799-x,large deviations at level 2 5 for markovian open quantum systems quantum jumps and quantum state diffusion
D02480,2026-07-09T184559Z_780688a_R007052,2026-07-09T184559Z_780688a_R003774,Springer,10.1007/s10955-021-02799-x,large deviations at level 2 5 for markovian open quantum systems quantum jumps and quantum state diffusion
D02480,2026-07-09T184559Z_780688a_R007191,2026-07-09T184559Z_780688a_R003774,Springer,10.1007/s10955-021-02799-x,large deviations at level 2 5 for markovian open quantum systems quantum jumps and quantum state diffusion
D02481,2026-07-09T184559Z_780688a_R003775,2026-07-09T184559Z_780688a_R003775,Springer,10.1007/s11141-024-10299-7,nonlinear diffusion burgers and quasioptics equations projective and lens transformations
D02481,2026-07-09T184559Z_780688a_R004008,2026-07-09T184559Z_780688a_R003775,Springer,10.1007/s11141-024-10299-7,nonlinear diffusion burgers and quasioptics equations projective and lens transformations
D02481,2026-07-09T184559Z_780688a_R004214,2026-07-09T184559Z_780688a_R003775,Springer,10.1007/s11141-024-10299-7,nonlinear diffusion burgers and quasioptics equations projective and lens transformations
D02481,2026-07-09T184559Z_780688a_R005244,2026-07-09T184559Z_780688a_R003775,Springer,10.1007/s11141-024-10299-7,nonlinear diffusion burgers and quasioptics equations projective and lens transformations
D02481,2026-07-09T184559Z_780688a_R005717,2026-07-09T184559Z_780688a_R003775,Springer,10.1007/s11141-024-10299-7,nonlinear diffusion burgers and quasioptics equations projective and lens transformations
D02481,2026-07-09T184559Z_780688a_R006078,2026-07-09T184559Z_780688a_R003775,Springer,10.1007/s11141-024-10299-7,nonlinear diffusion burgers and quasioptics equations projective and lens transformations
D02481,2026-07-09T184559Z_780688a_R006522,2026-07-09T184559Z_780688a_R003775,Springer,10.1007/s11141-024-10299-7,nonlinear diffusion burgers and quasioptics equations projective and lens transformations
D02481,2026-07-09T184559Z_780688a_R006815,2026-07-09T184559Z_780688a_R003775,Springer,10.1007/s11141-024-10299-7,nonlinear diffusion burgers and quasioptics equations projective and lens transformations
D02481,2026-07-09T184559Z_780688a_R007053,2026-07-09T184559Z_780688a_R003775,Springer,10.1007/s11141-024-10299-7,nonlinear diffusion burgers and quasioptics equations projective and lens transformations
D02481,2026-07-09T184559Z_780688a_R007192,2026-07-09T184559Z_780688a_R003775,Springer,10.1007/s11141-024-10299-7,nonlinear diffusion burgers and quasioptics equations projective and lens transformations
D02482,2026-07-09T184559Z_780688a_R003776,2026-07-09T184559Z_780688a_R003776,Springer,10.1007/s11128-024-04577-6,quantum cournot model based on general entanglement operator
D02482,2026-07-09T184559Z_780688a_R004370,2026-07-09T184559Z_780688a_R003776,Springer,10.1007/s11128-024-04577-6,quantum cournot model based on general entanglement operator
D02482,2026-07-09T184559Z_780688a_R004570,2026-07-09T184559Z_780688a_R003776,Springer,10.1007/s11128-024-04577-6,quantum cournot model based on general entanglement operator
D02482,2026-07-09T184559Z_780688a_R005246,2026-07-09T184559Z_780688a_R003776,Springer,10.1007/s11128-024-04577-6,quantum cournot model based on general entanglement operator
D02482,2026-07-09T184559Z_780688a_R005721,2026-07-09T184559Z_780688a_R003776,Springer,10.1007/s11128-024-04577-6,quantum cournot model based on general entanglement operator
D02482,2026-07-09T184559Z_780688a_R006083,2026-07-09T184559Z_780688a_R003776,Springer,10.1007/s11128-024-04577-6,quantum cournot model based on general entanglement operator
D02482,2026-07-09T184559Z_780688a_R006528,2026-07-09T184559Z_780688a_R003776,Springer,10.1007/s11128-024-04577-6,quantum cournot model based on general entanglement operator
D02483,2026-07-09T184559Z_780688a_R003777,2026-07-09T184559Z_780688a_R003777,Springer,10.1007/s11128-021-03301-y,blind quantum machine learning based on quantum circuit model
D02483,2026-07-09T184559Z_780688a_R004368,2026-07-09T184559Z_780688a_R003777,Springer,10.1007/s11128-021-03301-y,blind quantum machine learning based on quantum circuit model
D02483,2026-07-09T184559Z_780688a_R004568,2026-07-09T184559Z_780688a_R003777,Springer,10.1007/s11128-021-03301-y,blind quantum machine learning based on quantum circuit model
D02483,2026-07-09T184559Z_780688a_R005250,2026-07-09T184559Z_780688a_R003777,Springer,10.1007/s11128-021-03301-y,blind quantum machine learning based on quantum circuit model
D02483,2026-07-09T184559Z_780688a_R005557,2026-07-09T184559Z_780688a_R003777,Springer,10.1007/s11128-021-03301-y,blind quantum machine learning based on quantum circuit model
D02483,2026-07-09T184559Z_780688a_R006086,2026-07-09T184559Z_780688a_R003777,Springer,10.1007/s11128-021-03301-y,blind quantum machine learning based on quantum circuit model
D02483,2026-07-09T184559Z_780688a_R006157,2026-07-09T184559Z_780688a_R003777,Springer,10.1007/s11128-021-03301-y,blind quantum machine learning based on quantum circuit model
D02483,2026-07-09T184559Z_780688a_R006529,2026-07-09T184559Z_780688a_R003777,Springer,10.1007/s11128-021-03301-y,blind quantum machine learning based on quantum circuit model
D02483,2026-07-09T184559Z_780688a_R006643,2026-07-09T184559Z_780688a_R003777,Springer,10.1007/s11128-021-03301-y,blind quantum machine learning based on quantum circuit model
D02484,2026-07-09T184559Z_780688a_R003778,2026-07-09T184559Z_780688a_R003778,Springer,10.1007/s11128-025-04660-6,research on the application of loop quantum theory model in black hole quantum information
D02484,2026-07-09T184559Z_780688a_R005254,2026-07-09T184559Z_780688a_R003778,Springer,10.1007/s11128-025-04660-6,research on the application of loop quantum theory model in black hole quantum information
D02484,2026-07-09T184559Z_780688a_R005726,2026-07-09T184559Z_780688a_R003778,Springer,10.1007/s11128-025-04660-6,research on the application of loop quantum theory model in black hole quantum information
D02484,2026-07-09T184559Z_780688a_R006088,2026-07-09T184559Z_780688a_R003778,Springer,10.1007/s11128-025-04660-6,research on the application of loop quantum theory model in black hole quantum information
D02484,2026-07-09T184559Z_780688a_R006531,2026-07-09T184559Z_780688a_R003778,Springer,10.1007/s11128-025-04660-6,research on the application of loop quantum theory model in black hole quantum information
D02484,2026-07-09T184559Z_780688a_R006649,2026-07-09T184559Z_780688a_R003778,Springer,10.1007/s11128-025-04660-6,research on the application of loop quantum theory model in black hole quantum information
D02485,2026-07-09T184559Z_780688a_R003779,2026-07-09T184559Z_780688a_R003779,Springer,10.1007/s11128-026-05253-7,quantum computation as boundary stabilization in a mereotopological information model
D02485,2026-07-09T184559Z_780688a_R005258,2026-07-09T184559Z_780688a_R003779,Springer,10.1007/s11128-026-05253-7,quantum computation as boundary stabilization in a mereotopological information model
D02485,2026-07-09T184559Z_780688a_R005728,2026-07-09T184559Z_780688a_R003779,Springer,10.1007/s11128-026-05253-7,quantum computation as boundary stabilization in a mereotopological information model
D02485,2026-07-09T184559Z_780688a_R006090,2026-07-09T184559Z_780688a_R003779,Springer,10.1007/s11128-026-05253-7,quantum computation as boundary stabilization in a mereotopological information model
D02485,2026-07-09T184559Z_780688a_R006537,2026-07-09T184559Z_780688a_R003779,Springer,10.1007/s11128-026-05253-7,quantum computation as boundary stabilization in a mereotopological information model
D02486,2026-07-09T184559Z_780688a_R003780,2026-07-09T184559Z_780688a_R003780,Springer,10.1007/978-981-95-4134-8_3,diffusion monte carlo method
D02486,2026-07-09T184559Z_780688a_R004029,2026-07-09T184559Z_780688a_R003780,Springer,10.1007/978-981-95-4134-8_3,diffusion monte carlo method
D02486,2026-07-09T184559Z_780688a_R004222,2026-07-09T184559Z_780688a_R003780,Springer,10.1007/978-981-95-4134-8_3,diffusion monte carlo method
D02486,2026-07-09T184559Z_780688a_R005262,2026-07-09T184559Z_780688a_R003780,Springer,10.1007/978-981-95-4134-8_3,diffusion monte carlo method
D02486,2026-07-09T184559Z_780688a_R005730,2026-07-09T184559Z_780688a_R003780,Springer,10.1007/978-981-95-4134-8_3,diffusion monte carlo method
D02486,2026-07-09T184559Z_780688a_R006095,2026-07-09T184559Z_780688a_R003780,Springer,10.1007/978-981-95-4134-8_3,diffusion monte carlo method
D02486,2026-07-09T184559Z_780688a_R006543,2026-07-09T184559Z_780688a_R003780,Springer,10.1007/978-981-95-4134-8_3,diffusion monte carlo method
D02486,2026-07-09T184559Z_780688a_R006822,2026-07-09T184559Z_780688a_R003780,Springer,10.1007/978-981-95-4134-8_3,diffusion monte carlo method
D02486,2026-07-09T184559Z_780688a_R007089,2026-07-09T184559Z_780688a_R003780,Springer,10.1007/978-981-95-4134-8_3,diffusion monte carlo method
D02486,2026-07-09T184559Z_780688a_R007195,2026-07-09T184559Z_780688a_R003780,Springer,10.1007/978-981-95-4134-8_3,diffusion monte carlo method
D02487,2026-07-09T184559Z_780688a_R003781,2026-07-09T184559Z_780688a_R003781,Springer,10.1007/s11128-025-04898-0,a simple model of quantum walk with a gap in distribution
D02487,2026-07-09T184559Z_780688a_R005263,2026-07-09T184559Z_780688a_R003781,Springer,10.1007/s11128-025-04898-0,a simple model of quantum walk with a gap in distribution
D02487,2026-07-09T184559Z_780688a_R005737,2026-07-09T184559Z_780688a_R003781,Springer,10.1007/s11128-025-04898-0,a simple model of quantum walk with a gap in distribution
D02487,2026-07-09T184559Z_780688a_R006100,2026-07-09T184559Z_780688a_R003781,Springer,10.1007/s11128-025-04898-0,a simple model of quantum walk with a gap in distribution
D02487,2026-07-09T184559Z_780688a_R006546,2026-07-09T184559Z_780688a_R003781,Springer,10.1007/s11128-025-04898-0,a simple model of quantum walk with a gap in distribution
D02488,2026-07-09T184559Z_780688a_R003782,2026-07-09T184559Z_780688a_R003782,Springer,10.1007/s11128-026-05121-4,quantum linkable threshold ring signature in the quantum random oracle model
D02488,2026-07-09T184559Z_780688a_R005266,2026-07-09T184559Z_780688a_R003782,Springer,10.1007/s11128-026-05121-4,quantum linkable threshold ring signature in the quantum random oracle model
D02488,2026-07-09T184559Z_780688a_R005740,2026-07-09T184559Z_780688a_R003782,Springer,10.1007/s11128-026-05121-4,quantum linkable threshold ring signature in the quantum random oracle model
D02488,2026-07-09T184559Z_780688a_R006102,2026-07-09T184559Z_780688a_R003782,Springer,10.1007/s11128-026-05121-4,quantum linkable threshold ring signature in the quantum random oracle model
D02488,2026-07-09T184559Z_780688a_R006549,2026-07-09T184559Z_780688a_R003782,Springer,10.1007/s11128-026-05121-4,quantum linkable threshold ring signature in the quantum random oracle model
D02488,2026-07-09T184559Z_780688a_R006718,2026-07-09T184559Z_780688a_R003782,Springer,10.1007/s11128-026-05121-4,quantum linkable threshold ring signature in the quantum random oracle model
D02489,2026-07-09T184559Z_780688a_R003783,2026-07-09T184559Z_780688a_R003783,Springer,10.1007/s11071-022-07691-1,cross diffusion induced spatiotemporal patterns in schnakenberg reactiondiffusion model
D02489,2026-07-09T184559Z_780688a_R005267,2026-07-09T184559Z_780688a_R003783,Springer,10.1007/s11071-022-07691-1,cross diffusion induced spatiotemporal patterns in schnakenberg reactiondiffusion model
D02489,2026-07-09T184559Z_780688a_R005743,2026-07-09T184559Z_780688a_R003783,Springer,10.1007/s11071-022-07691-1,cross diffusion induced spatiotemporal patterns in schnakenberg reactiondiffusion model
D02489,2026-07-09T184559Z_780688a_R006104,2026-07-09T184559Z_780688a_R003783,Springer,10.1007/s11071-022-07691-1,cross diffusion induced spatiotemporal patterns in schnakenberg reactiondiffusion model
D02489,2026-07-09T184559Z_780688a_R006551,2026-07-09T184559Z_780688a_R003783,Springer,10.1007/s11071-022-07691-1,cross diffusion induced spatiotemporal patterns in schnakenberg reactiondiffusion model
D02490,2026-07-09T184559Z_780688a_R003784,2026-07-09T184559Z_780688a_R003784,Springer,10.1007/978-3-031-92052-3_6,new quantum managerial perspectives the future of quantum level business model
D02490,2026-07-09T184559Z_780688a_R005271,2026-07-09T184559Z_780688a_R003784,Springer,10.1007/978-3-031-92052-3_6,new quantum managerial perspectives the future of quantum level business model
D02490,2026-07-09T184559Z_780688a_R005745,2026-07-09T184559Z_780688a_R003784,Springer,10.1007/978-3-031-92052-3_6,new quantum managerial perspectives the future of quantum level business model
D02490,2026-07-09T184559Z_780688a_R006105,2026-07-09T184559Z_780688a_R003784,Springer,10.1007/978-3-031-92052-3_6,new quantum managerial perspectives the future of quantum level business model
D02491,2026-07-09T184559Z_780688a_R003785,2026-07-09T184559Z_780688a_R003785,Springer,10.1007/s11128-020-02863-7,decoherence dynamics estimation for superconducting gate model quantum computers
D02491,2026-07-09T184559Z_780688a_R005273,2026-07-09T184559Z_780688a_R003785,Springer,10.1007/s11128-020-02863-7,decoherence dynamics estimation for superconducting gate model quantum computers
D02491,2026-07-09T184559Z_780688a_R005749,2026-07-09T184559Z_780688a_R003785,Springer,10.1007/s11128-020-02863-7,decoherence dynamics estimation for superconducting gate model quantum computers
D02491,2026-07-09T184559Z_780688a_R006106,2026-07-09T184559Z_780688a_R003785,Springer,10.1007/s11128-020-02863-7,decoherence dynamics estimation for superconducting gate model quantum computers
D02492,2026-07-09T184559Z_780688a_R003786,2026-07-09T184559Z_780688a_R003786,Springer,10.1007/s11128-024-04313-0,entanglement entropy in a certain nonlinear discrete quantum walk model
D02492,2026-07-09T184559Z_780688a_R005279,2026-07-09T184559Z_780688a_R003786,Springer,10.1007/s11128-024-04313-0,entanglement entropy in a certain nonlinear discrete quantum walk model
D02492,2026-07-09T184559Z_780688a_R005750,2026-07-09T184559Z_780688a_R003786,Springer,10.1007/s11128-024-04313-0,entanglement entropy in a certain nonlinear discrete quantum walk model
D02492,2026-07-09T184559Z_780688a_R006109,2026-07-09T184559Z_780688a_R003786,Springer,10.1007/s11128-024-04313-0,entanglement entropy in a certain nonlinear discrete quantum walk model
D02493,2026-07-09T184559Z_780688a_R003787,2026-07-09T184559Z_780688a_R003787,Springer,10.1007/978-981-96-0029-8_11,diffusion model
D02493,2026-07-09T184559Z_780688a_R003879,2026-07-09T184559Z_780688a_R003787,Springer,10.1007/979-8-8688-1052-7_6,diffusion model
D02493,2026-07-09T184559Z_780688a_R004054,2026-07-09T184559Z_780688a_R003787,Springer,10.1007/979-8-8688-1052-7_6,diffusion model
D02493,2026-07-09T184559Z_780688a_R004785,2026-07-09T184559Z_780688a_R003787,Springer,10.1007/979-8-8688-1052-7_6,diffusion model
D02493,2026-07-09T184559Z_780688a_R004962,2026-07-09T184559Z_780688a_R003787,Springer,10.1007/979-8-8688-1052-7_6,diffusion model
D02493,2026-07-09T184559Z_780688a_R005156,2026-07-09T184559Z_780688a_R003787,Springer,10.1007/978-981-96-0029-8_11,diffusion model
D02493,2026-07-09T184559Z_780688a_R005389,2026-07-09T184559Z_780688a_R003787,Springer,10.1007/978-981-96-0029-8_11,diffusion model
D02493,2026-07-09T184559Z_780688a_R005752,2026-07-09T184559Z_780688a_R003787,Springer,10.1007/978-981-96-0029-8_11,diffusion model
D02493,2026-07-09T184559Z_780688a_R006113,2026-07-09T184559Z_780688a_R003787,Springer,10.1007/978-981-96-0029-8_11,diffusion model
D02493,2026-07-09T184559Z_780688a_R006372,2026-07-09T184559Z_780688a_R003787,Springer,10.1007/979-8-8688-1052-7_6,diffusion model
D02494,2026-07-09T184559Z_780688a_R003788,2026-07-09T184559Z_780688a_R003788,Springer,10.1007/s42484-024-00209-5,quantum algorithms for weighted constrained sampling and weighted model counting
D02494,2026-07-09T184559Z_780688a_R005283,2026-07-09T184559Z_780688a_R003788,Springer,10.1007/s42484-024-00209-5,quantum algorithms for weighted constrained sampling and weighted model counting
D02494,2026-07-09T184559Z_780688a_R005753,2026-07-09T184559Z_780688a_R003788,Springer,10.1007/s42484-024-00209-5,quantum algorithms for weighted constrained sampling and weighted model counting
D02494,2026-07-09T184559Z_780688a_R006114,2026-07-09T184559Z_780688a_R003788,Springer,10.1007/s42484-024-00209-5,quantum algorithms for weighted constrained sampling and weighted model counting
D02494,2026-07-09T184559Z_780688a_R006275,2026-07-09T184559Z_780688a_R003788,Springer,10.1007/s42484-024-00209-5,quantum algorithms for weighted constrained sampling and weighted model counting
D02495,2026-07-09T184559Z_780688a_R003789,2026-07-09T184559Z_780688a_R003789,Springer,10.1007/s11128-023-04022-0,a secure controlled quantum image steganography scheme based on the multi channel effective quantum image representation model
D02495,2026-07-09T184559Z_780688a_R004415,2026-07-09T184559Z_780688a_R003789,Springer,10.1007/s11128-023-04022-0,a secure controlled quantum image steganography scheme based on the multi channel effective quantum image representation model
D02495,2026-07-09T184559Z_780688a_R004614,2026-07-09T184559Z_780688a_R003789,Springer,10.1007/s11128-023-04022-0,a secure controlled quantum image steganography scheme based on the multi channel effective quantum image representation model
D02495,2026-07-09T184559Z_780688a_R005287,2026-07-09T184559Z_780688a_R003789,Springer,10.1007/s11128-023-04022-0,a secure controlled quantum image steganography scheme based on the multi channel effective quantum image representation model
D02495,2026-07-09T184559Z_780688a_R005754,2026-07-09T184559Z_780688a_R003789,Springer,10.1007/s11128-023-04022-0,a secure controlled quantum image steganography scheme based on the multi channel effective quantum image representation model
D02495,2026-07-09T184559Z_780688a_R006116,2026-07-09T184559Z_780688a_R003789,Springer,10.1007/s11128-023-04022-0,a secure controlled quantum image steganography scheme based on the multi channel effective quantum image representation model
D02496,2026-07-09T184559Z_780688a_R003790,2026-07-09T184559Z_780688a_R003790,Springer,10.1007/978-981-95-4134-8_7,theory of diffusion monte carlo method
D02496,2026-07-09T184559Z_780688a_R004056,2026-07-09T184559Z_780688a_R003790,Springer,10.1007/978-981-95-4134-8_7,theory of diffusion monte carlo method
D02496,2026-07-09T184559Z_780688a_R004236,2026-07-09T184559Z_780688a_R003790,Springer,10.1007/978-981-95-4134-8_7,theory of diffusion monte carlo method
D02496,2026-07-09T184559Z_780688a_R005288,2026-07-09T184559Z_780688a_R003790,Springer,10.1007/978-981-95-4134-8_7,theory of diffusion monte carlo method
D02496,2026-07-09T184559Z_780688a_R005755,2026-07-09T184559Z_780688a_R003790,Springer,10.1007/978-981-95-4134-8_7,theory of diffusion monte carlo method
D02496,2026-07-09T184559Z_780688a_R006117,2026-07-09T184559Z_780688a_R003790,Springer,10.1007/978-981-95-4134-8_7,theory of diffusion monte carlo method
D02496,2026-07-09T184559Z_780688a_R006844,2026-07-09T184559Z_780688a_R003790,Springer,10.1007/978-981-95-4134-8_7,theory of diffusion monte carlo method
D02496,2026-07-09T184559Z_780688a_R007124,2026-07-09T184559Z_780688a_R003790,Springer,10.1007/978-981-95-4134-8_7,theory of diffusion monte carlo method
D02496,2026-07-09T184559Z_780688a_R007199,2026-07-09T184559Z_780688a_R003790,Springer,10.1007/978-981-95-4134-8_7,theory of diffusion monte carlo method
D02497,2026-07-09T184559Z_780688a_R003791,2026-07-09T184559Z_780688a_R003791,Springer,10.1007/978-981-95-1528-8_10,operator hermite polynomials and their applications
D02497,2026-07-09T184559Z_780688a_R004057,2026-07-09T184559Z_780688a_R003791,Springer,10.1007/978-981-95-1528-8_10,operator hermite polynomials and their applications
D02497,2026-07-09T184559Z_780688a_R004237,2026-07-09T184559Z_780688a_R003791,Springer,10.1007/978-981-95-1528-8_10,operator hermite polynomials and their applications
D02497,2026-07-09T184559Z_780688a_R005291,2026-07-09T184559Z_780688a_R003791,Springer,10.1007/978-981-95-1528-8_10,operator hermite polynomials and their applications
D02497,2026-07-09T184559Z_780688a_R006118,2026-07-09T184559Z_780688a_R003791,Springer,10.1007/978-981-95-1528-8_10,operator hermite polynomials and their applications
D02497,2026-07-09T184559Z_780688a_R006848,2026-07-09T184559Z_780688a_R003791,Springer,10.1007/978-981-95-1528-8_10,operator hermite polynomials and their applications
D02497,2026-07-09T184559Z_780688a_R007125,2026-07-09T184559Z_780688a_R003791,Springer,10.1007/978-981-95-1528-8_10,operator hermite polynomials and their applications
D02497,2026-07-09T184559Z_780688a_R007200,2026-07-09T184559Z_780688a_R003791,Springer,10.1007/978-981-95-1528-8_10,operator hermite polynomials and their applications
D02498,2026-07-09T184559Z_780688a_R003792,2026-07-09T184559Z_780688a_R003792,Springer,10.1007/s11128-023-04156-1,quantum blockchain enabled exchange protocol model for decentralized systems
